Country Name,Country Code,Series Name,Series Code,2019 [YR2019]
Faroe Islands,FRO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Fiji,FJI,Population density (people per sq. km of land area),EN.POP.DNST,50.2717569786535
Fiji,FJI,"Population, total",SP.POP.TOTL,918465
Fiji,FJI,Population in largest city,EN.URB.LCTY,..
Fiji,FJI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Fiji,FJI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Finland,FIN,Population density (people per sq. km of land area),EN.POP.DNST,18.1673609054717
Finland,FIN,"Population, total",SP.POP.TOTL,5521606
Finland,FIN,Population in largest city,EN.URB.LCTY,1292232
Finland,FIN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.69
Finland,FIN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,123.070294051578
France,FRA,"Population, total",SP.POP.TOTL,67388001
France,FRA,Population in largest city,EN.URB.LCTY,10958187
France,FRA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.41
France,FRA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
French Polynesia,PYF,Population density (people per sq. km of land area),EN.POP.DNST,86.348890809565
French Polynesia,PYF,"Population, total",SP.POP.TOTL,299717
French Polynesia,PYF,Population in largest city,EN.URB.LCTY,..
French Polynesia,PYF,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
French Polynesia,PYF,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Gabon,GAB,Population density (people per sq. km of land area),EN.POP.DNST,8.70409826522296
Gabon,GAB,"Population, total",SP.POP.TOTL,2242785
Gabon,GAB,Population in largest city,EN.URB.LCTY,823870
Gabon,GAB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Gabon,GAB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Gambia, The",GMB,Population density (people per sq. km of land area),EN.POP.DNST,247.913339920949
"Gambia, The",GMB,"Population, total",SP.POP.TOTL,2508883
"Gambia, The",GMB,Population in largest city,EN.URB.LCTY,443428
"Gambia, The",GMB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
"Gambia, The",GMB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,65.0855698239966
Georgia,GEO,"Population, total",SP.POP.TOTL,3720161
Georgia,GEO,Population in largest city,EN.URB.LCTY,1077346
Georgia,GEO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.57
Georgia,GEO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Germany,DEU,Population density (people per sq. km of land area),EN.POP.DNST,237.822954291766
Germany,DEU,"Population, total",SP.POP.TOTL,83092962
Germany,DEU,Population in largest city,EN.URB.LCTY,3556792
Germany,DEU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.14
Germany,DEU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,138.535158653424
Ghana,GHA,"Population, total",SP.POP.TOTL,31522290
Ghana,GHA,Population in largest city,EN.URB.LCTY,3205586
Ghana,GHA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Ghana,GHA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,3268.5
Gibraltar,GIB,"Population, total",SP.POP.TOTL,32685
Gibraltar,GIB,Population in largest city,EN.URB.LCTY,..
Gibraltar,GIB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Gibraltar,GIB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,83.1775174553918
Greece,GRC,"Population, total",SP.POP.TOTL,10721582
Greece,GRC,Population in largest city,EN.URB.LCTY,3154152
Greece,GRC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,17.04
Greece,GRC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,0.136983798270191
Greenland,GRL,"Population, total",SP.POP.TOTL,56225
Greenland,GRL,Population in largest city,EN.URB.LCTY,..
Greenland,GRL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Greenland,GRL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,360.952941176471
Grenada,GRD,"Population, total",SP.POP.TOTL,122724
Grenada,GRD,Population in largest city,EN.URB.LCTY,..
Grenada,GRD,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Grenada,GRD,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,312.266666666667
Guam,GUM,"Population, total",SP.POP.TOTL,168624
Guam,GUM,Population in largest city,EN.URB.LCTY,..
Guam,GUM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Guam,GUM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Guatemala,GTM,Population density (people per sq. km of land area),EN.POP.DNST,154.946117954461
Guatemala,GTM,"Population, total",SP.POP.TOTL,16604026
Guatemala,GTM,Population in largest city,EN.URB.LCTY,2891230
Guatemala,GTM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.19
Guatemala,GTM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Guinea,GIN,Population density (people per sq. km of land area),EN.POP.DNST,52.4073701774377
Guinea,GIN,"Population, total",SP.POP.TOTL,12877539
Guinea,GIN,Population in largest city,EN.URB.LCTY,1889233
Guinea,GIN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.02
Guinea,GIN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,70.0731507823613
Guinea-Bissau,GNB,"Population, total",SP.POP.TOTL,1970457
Guinea-Bissau,GNB,Population in largest city,EN.URB.LCTY,578829
Guinea-Bissau,GNB,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Guinea-Bissau,GNB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Guyana,GUY,Population density (people per sq. km of land area),EN.POP.DNST,4.05767335534671
Guyana,GUY,"Population, total",SP.POP.TOTL,798753
Guyana,GUY,Population in largest city,EN.URB.LCTY,..
Guyana,GUY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,13.52
Guyana,GUY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Haiti,HTI,Population density (people per sq. km of land area),EN.POP.DNST,404.950580551524
Haiti,HTI,"Population, total",SP.POP.TOTL,11160438
Haiti,HTI,Population in largest city,EN.URB.LCTY,2704187
Haiti,HTI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Haiti,HTI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Honduras,HND,Population density (people per sq. km of land area),EN.POP.DNST,89.0055322191438
Honduras,HND,"Population, total",SP.POP.TOTL,9958829
Honduras,HND,Population in largest city,EN.URB.LCTY,1403162
Honduras,HND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.55
Honduras,HND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,88.5074310302734
"Hong Kong SAR, China",HKG,Population density (people per sq. km of land area),EN.POP.DNST,7150.38095238095
"Hong Kong SAR, China",HKG,"Population, total",SP.POP.TOTL,7507900
"Hong Kong SAR, China",HKG,Population in largest city,EN.URB.LCTY,7490776
"Hong Kong SAR, China",HKG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.92
"Hong Kong SAR, China",HKG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Hungary,HUN,Population density (people per sq. km of land area),EN.POP.DNST,107.069263642341
Hungary,HUN,"Population, total",SP.POP.TOTL,9771141
Hungary,HUN,Population in largest city,EN.URB.LCTY,1763913
Hungary,HUN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.42
Hungary,HUN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Iceland,ISL,Population density (people per sq. km of land area),EN.POP.DNST,3.5759496181692
Iceland,ISL,"Population, total",SP.POP.TOTL,360563
Iceland,ISL,Population in largest city,EN.URB.LCTY,..
Iceland,ISL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.51
Iceland,ISL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
India,IND,Population density (people per sq. km of land area),EN.POP.DNST,465.194639427685
India,IND,"Population, total",SP.POP.TOTL,1383112050
India,IND,Population in largest city,EN.URB.LCTY,29399141
India,IND,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.51
India,IND,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Indonesia,IDN,Population density (people per sq. km of land area),EN.POP.DNST,143.584633764026
Indonesia,IDN,"Population, total",SP.POP.TOTL,269582878
Indonesia,IDN,Population in largest city,EN.URB.LCTY,10638689
Indonesia,IDN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.59
Indonesia,IDN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Iran, Islamic Rep.",IRN,Population density (people per sq. km of land area),EN.POP.DNST,53.3523587057011
"Iran, Islamic Rep.",IRN,"Population, total",SP.POP.TOTL,86564202
"Iran, Islamic Rep.",IRN,Population in largest city,EN.URB.LCTY,9013663
"Iran, Islamic Rep.",IRN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.74
"Iran, Islamic Rep.",IRN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Iraq,IRQ,Population density (people per sq. km of land area),EN.POP.DNST,95.7402425091217
Iraq,IRQ,"Population, total",SP.POP.TOTL,41563520
Iraq,IRQ,Population in largest city,EN.URB.LCTY,6974439
Iraq,IRQ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Iraq,IRQ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Ireland,IRL,Population density (people per sq. km of land area),EN.POP.DNST,71.6263608651473
Ireland,IRL,"Population, total",SP.POP.TOTL,4934340
Ireland,IRL,Population in largest city,EN.URB.LCTY,1214666
Ireland,IRL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.95
Ireland,IRL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Isle of Man,IMN,Population density (people per sq. km of land area),EN.POP.DNST,147.250877192982
Isle of Man,IMN,"Population, total",SP.POP.TOTL,83933
Isle of Man,IMN,Population in largest city,EN.URB.LCTY,..
Isle of Man,IMN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Isle of Man,IMN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Israel,ISR,Population density (people per sq. km of land area),EN.POP.DNST,418.391866913124
Israel,ISR,"Population, total",SP.POP.TOTL,9054000
Israel,ISR,Population in largest city,EN.URB.LCTY,4096963
Israel,ISR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.73
Israel,ISR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Italy,ITA,Population density (people per sq. km of land area),EN.POP.DNST,201.980545589195
Italy,ITA,"Population, total",SP.POP.TOTL,59729081
Italy,ITA,Population in largest city,EN.URB.LCTY,4234019
Italy,ITA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.95
Italy,ITA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,99.3490982055664
Jamaica,JAM,Population density (people per sq. km of land area),EN.POP.DNST,259.812834718375
Jamaica,JAM,"Population, total",SP.POP.TOTL,2813773
Jamaica,JAM,Population in largest city,EN.URB.LCTY,589849
Jamaica,JAM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.99
Jamaica,JAM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Japan,JPN,Population density (people per sq. km of land area),EN.POP.DNST,347.415637860082
Japan,JPN,"Population, total",SP.POP.TOTL,126633000
Japan,JPN,Population in largest city,EN.URB.LCTY,37435191
Japan,JPN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,2.35
Japan,JPN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Jordan,JOR,Population density (people per sq. km of land area),EN.POP.DNST,120.488805549925
Jordan,JOR,"Population, total",SP.POP.TOTL,10698683
Jordan,JOR,Population in largest city,EN.URB.LCTY,2108509
Jordan,JOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,16.8
Jordan,JOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Kazakhstan,KAZ,Population density (people per sq. km of land area),EN.POP.DNST,6.85767789013594
Kazakhstan,KAZ,"Population, total",SP.POP.TOTL,18513673
Kazakhstan,KAZ,Population in largest city,EN.URB.LCTY,1862809
Kazakhstan,KAZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.8
Kazakhstan,KAZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Kenya,KEN,Population density (people per sq. km of land area),EN.POP.DNST,89.5235794356397
Kenya,KEN,"Population, total",SP.POP.TOTL,50951450
Kenya,KEN,Population in largest city,EN.URB.LCTY,4556381
Kenya,KEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.01
Kenya,KEN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Kiribati,KIR,Population density (people per sq. km of land area),EN.POP.DNST,153.383950617284
Kiribati,KIR,"Population, total",SP.POP.TOTL,124241
Kiribati,KIR,Population in largest city,EN.URB.LCTY,..
Kiribati,KIR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,8.56
Kiribati,KIR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Korea, Dem. People's Rep.",PRK,Population density (people per sq. km of land area),EN.POP.DNST,213.897857320821
"Korea, Dem. People's Rep.",PRK,"Population, total",SP.POP.TOTL,25755441
"Korea, Dem. People's Rep.",PRK,Population in largest city,EN.URB.LCTY,3060864
"Korea, Dem. People's Rep.",PRK,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
"Korea, Dem. People's Rep.",PRK,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Korea, Rep.",KOR,Population density (people per sq. km of land area),EN.POP.DNST,530.377274590164
"Korea, Rep.",KOR,"Population, total",SP.POP.TOTL,51764822
"Korea, Rep.",KOR,Population in largest city,EN.URB.LCTY,9962393
"Korea, Rep.",KOR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.75
"Korea, Rep.",KOR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Kosovo,XKX,Population density (people per sq. km of land area),EN.POP.DNST,..
Kosovo,XKX,"Population, total",SP.POP.TOTL,1788878
Kosovo,XKX,Population in largest city,EN.URB.LCTY,..
Kosovo,XKX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,25.07
Kosovo,XKX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Kuwait,KWT,Population density (people per sq. km of land area),EN.POP.DNST,249.219977553311
Kuwait,KWT,"Population, total",SP.POP.TOTL,4441100
Kuwait,KWT,Population in largest city,EN.URB.LCTY,3052493
Kuwait,KWT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Kuwait,KWT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Kyrgyz Republic,KGZ,Population density (people per sq. km of land area),EN.POP.DNST,33.6611053180396
Kyrgyz Republic,KGZ,"Population, total",SP.POP.TOTL,6456200
Kyrgyz Republic,KGZ,Population in largest city,EN.URB.LCTY,1017166
Kyrgyz Republic,KGZ,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.25
Kyrgyz Republic,KGZ,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,99.5999984741211
Lao PDR,LAO,Population density (people per sq. km of land area),EN.POP.DNST,31.2480632582322
Lao PDR,LAO,"Population, total",SP.POP.TOTL,7212053
Lao PDR,LAO,Population in largest city,EN.URB.LCTY,673061
Lao PDR,LAO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Lao PDR,LAO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Latvia,LVA,Population density (people per sq. km of land area),EN.POP.DNST,30.755491989008
Latvia,LVA,"Population, total",SP.POP.TOTL,1913822
Latvia,LVA,Population in largest city,EN.URB.LCTY,633820
Latvia,LVA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.31
Latvia,LVA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Lebanon,LBN,Population density (people per sq. km of land area),EN.POP.DNST,565.191300097752
Lebanon,LBN,"Population, total",SP.POP.TOTL,5781907
Lebanon,LBN,Population in largest city,EN.URB.LCTY,2406875
Lebanon,LBN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,11.3
Lebanon,LBN,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,95.3000030517578
Lesotho,LSO,Population density (people per sq. km of land area),EN.POP.DNST,73.3103425559947
Lesotho,LSO,"Population, total",SP.POP.TOTL,2225702
Lesotho,LSO,Population in largest city,EN.URB.LCTY,..
Lesotho,LSO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,16.88
Lesotho,LSO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Liberia,LBR,Population density (people per sq. km of land area),EN.POP.DNST,51.7575685215947
Liberia,LBR,"Population, total",SP.POP.TOTL,4985289
Liberia,LBR,Population in largest city,EN.URB.LCTY,1467026
Liberia,LBR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Liberia,LBR,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Libya,LBY,Population density (people per sq. km of land area),EN.POP.DNST,3.73341214180979
Libya,LBY,"Population, total",SP.POP.TOTL,6569088
Libya,LBY,Population in largest city,EN.URB.LCTY,1160918
Libya,LBY,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Libya,LBY,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Liechtenstein,LIE,Population density (people per sq. km of land area),EN.POP.DNST,240.5125
Liechtenstein,LIE,"Population, total",SP.POP.TOTL,38482
Liechtenstein,LIE,Population in largest city,EN.URB.LCTY,..
Liechtenstein,LIE,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Liechtenstein,LIE,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Lithuania,LTU,Population density (people per sq. km of land area),EN.POP.DNST,44.6205206004471
Lithuania,LTU,"Population, total",SP.POP.TOTL,2794137
Lithuania,LTU,Population in largest city,EN.URB.LCTY,537563
Lithuania,LTU,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.26
Lithuania,LTU,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Luxembourg,LUX,Population density (people per sq. km of land area),EN.POP.DNST,240.827591028798
Luxembourg,LUX,"Population, total",SP.POP.TOTL,620001
Luxembourg,LUX,Population in largest city,EN.URB.LCTY,..
Luxembourg,LUX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,5.59
Luxembourg,LUX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Macao SAR, China",MAC,Population density (people per sq. km of land area),EN.POP.DNST,20171.8237082067
"Macao SAR, China",MAC,"Population, total",SP.POP.TOTL,663653
"Macao SAR, China",MAC,Population in largest city,EN.URB.LCTY,642090
"Macao SAR, China",MAC,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.75
"Macao SAR, China",MAC,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Madagascar,MDG,Population density (people per sq. km of land area),EN.POP.DNST,47.3240529391543
Madagascar,MDG,"Population, total",SP.POP.TOTL,27533134
Madagascar,MDG,Population in largest city,EN.URB.LCTY,3210386
Madagascar,MDG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Madagascar,MDG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Malawi,MWI,Population density (people per sq. km of land area),EN.POP.DNST,200.12024819686
Malawi,MWI,"Population, total",SP.POP.TOTL,18867337
Malawi,MWI,Population in largest city,EN.URB.LCTY,1074695
Malawi,MWI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Malawi,MWI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Malaysia,MYS,Population density (people per sq. km of land area),EN.POP.DNST,99.8448333586973
Malaysia,MYS,"Population, total",SP.POP.TOTL,32804020
Malaysia,MYS,Population in largest city,EN.URB.LCTY,7780301
Malaysia,MYS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.26
Malaysia,MYS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Maldives,MDV,Population density (people per sq. km of land area),EN.POP.DNST,1681.69333333333
Maldives,MDV,"Population, total",SP.POP.TOTL,504508
Maldives,MDV,Population in largest city,EN.URB.LCTY,..
Maldives,MDV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,4.56
Maldives,MDV,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Mali,MLI,Population density (people per sq. km of land area),EN.POP.DNST,16.8559191601308
Mali,MLI,"Population, total",SP.POP.TOTL,20567424
Mali,MLI,Population in largest city,EN.URB.LCTY,2529328
Mali,MLI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Mali,MLI,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Malta,MLT,Population density (people per sq. km of land area),EN.POP.DNST,1575.19375
Malta,MLT,"Population, total",SP.POP.TOTL,504062
Malta,MLT,Population in largest city,EN.URB.LCTY,..
Malta,MLT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.62
Malta,MLT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Marshall Islands,MHL,Population density (people per sq. km of land area),EN.POP.DNST,248.488888888889
Marshall Islands,MHL,"Population, total",SP.POP.TOTL,44728
Marshall Islands,MHL,Population in largest city,EN.URB.LCTY,..
Marshall Islands,MHL,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.34
Marshall Islands,MHL,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Mauritania,MRT,Population density (people per sq. km of land area),EN.POP.DNST,4.25327350344426
Mauritania,MRT,"Population, total",SP.POP.TOTL,4383849
Mauritania,MRT,Population in largest city,EN.URB.LCTY,1258973
Mauritania,MRT,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,10.42
Mauritania,MRT,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Mauritius,MUS,Population density (people per sq. km of land area),EN.POP.DNST,633.943415122684
Mauritius,MUS,"Population, total",SP.POP.TOTL,1265985
Mauritius,MUS,Population in largest city,EN.URB.LCTY,..
Mauritius,MUS,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,6.33
Mauritius,MUS,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Mexico,MEX,Population density (people per sq. km of land area),EN.POP.DNST,64.3459507703387
Mexico,MEX,"Population, total",SP.POP.TOTL,125085311
Mexico,MEX,Population in largest city,EN.URB.LCTY,21671908
Mexico,MEX,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,3.48
Mexico,MEX,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
"Micronesia, Fed. Sts.",FSM,Population density (people per sq. km of land area),EN.POP.DNST,159.112857142857
"Micronesia, Fed. Sts.",FSM,"Population, total",SP.POP.TOTL,111379
"Micronesia, Fed. Sts.",FSM,Population in largest city,EN.URB.LCTY,..
"Micronesia, Fed. Sts.",FSM,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
"Micronesia, Fed. Sts.",FSM,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Moldova,MDA,Population density (people per sq. km of land area),EN.POP.DNST,92.756093569939
Moldova,MDA,"Population, total",SP.POP.TOTL,2664224
Moldova,MDA,Population in largest city,EN.URB.LCTY,504342
Moldova,MDA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,1.5
Moldova,MDA,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Monaco,MCO,Population density (people per sq. km of land area),EN.POP.DNST,18270.350271337
Monaco,MCO,"Population, total",SP.POP.TOTL,37034
Monaco,MCO,Population in largest city,EN.URB.LCTY,..
Monaco,MCO,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..
Monaco,MCO,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,..
Mongolia,MNG,Population density (people per sq. km of land area),EN.POP.DNST,2.07571898811886
Mongolia,MNG,"Population, total",SP.POP.TOTL,3232430
Mongolia,MNG,Population in largest city,EN.URB.LCTY,1552654
Mongolia,MNG,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,9.27
